rank,mrmr_mean,mrmr_max,combined_mrmr,jmi,cmim
671,value__symmetry_looking__r_0.2,value__quantile__q_0.9,"value__fft_coefficient__attr_""angle""__coeff_38",value__first_location_of_minimum,value__fourier_entropy__bins_2
672,value__large_standard_deviation__r_0.05,value__fourier_entropy__bins_3,"value__fft_coefficient__attr_""angle""__coeff_36","value__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.8",value__large_standard_deviation__r_0.25
673,"value__fft_coefficient__attr_""angle""__coeff_16","value__agg_linear_trend__attr_""intercept""__chunk_len_50__f_agg_""min""","value__fft_coefficient__attr_""angle""__coeff_8","value__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.0",value__length
674,value__ar_coefficient__coeff_2__k_10,"value__cwt_coefficients__coeff_1__w_5__widths_(2, 5, 10, 20)","value__fft_coefficient__attr_""abs""__coeff_5","value__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.8",value__symmetry_looking__r_0.05
675,value__autocorrelation__lag_0,"value__cwt_coefficients__coeff_11__w_2__widths_(2, 5, 10, 20)","value__change_quantiles__f_agg_""mean""__isabs_False__qh_0.4__ql_0.2",value__ratio_beyond_r_sigma__r_0.5,value__count_below__t_0
676,value__ar_coefficient__coeff_1__k_10,value__autocorrelation__lag_5,"value__fft_coefficient__attr_""imag""__coeff_48",value__permutation_entropy__dimension_7__tau_1,value__symmetry_looking__r_0.1
677,value__number_crossing_m__m_0,"value__cwt_coefficients__coeff_6__w_10__widths_(2, 5, 10, 20)",value__partial_autocorrelation__lag_3,value__sum_of_reoccurring_data_points,value__range_count__max_1__min_-1
678,"value__fft_coefficient__attr_""angle""__coeff_37","value__agg_autocorrelation__f_agg_""mean""__maxlag_40",value__quantile__q_0.2,value__first_location_of_maximum,value__large_standard_deviation__r_0.1
679,value__ratio_beyond_r_sigma__r_7,value__autocorrelation__lag_8,"value__fft_coefficient__attr_""angle""__coeff_4",value__ratio_beyond_r_sigma__r_1,value__longest_strike_below_mean
680,value__partial_autocorrelation__lag_6,value__sum_values,value__partial_autocorrelation__lag_1,value__count_above_mean,value__longest_strike_above_mean
681,value__autocorrelation__lag_1,"value__fft_coefficient__attr_""real""__coeff_0","value__fft_coefficient__attr_""imag""__coeff_93",value__longest_strike_above_mean,value__count_above_mean
682,"value__fft_coefficient__attr_""angle""__coeff_69","value__cwt_coefficients__coeff_8__w_5__widths_(2, 5, 10, 20)","value__fft_coefficient__attr_""real""__coeff_78",value__fourier_entropy__bins_100,value__count_below_mean
683,value__partial_autocorrelation__lag_1,"value__cwt_coefficients__coeff_4__w_10__widths_(2, 5, 10, 20)","value__fft_coefficient__attr_""angle""__coeff_96",value__lempel_ziv_complexity__bins_10,value__first_location_of_maximum
684,"value__fft_coefficient__attr_""angle""__coeff_38","value__cwt_coefficients__coeff_3__w_2__widths_(2, 5, 10, 20)",value__autocorrelation__lag_1,"value__linear_trend__attr_""pvalue""",value__number_peaks__n_10
685,"value__fft_coefficient__attr_""angle""__coeff_36",value__mean,"value__cwt_coefficients__coeff_2__w_5__widths_(2, 5, 10, 20)",value__ratio_beyond_r_sigma__r_1.5,value__index_mass_quantile__q_0.1
686,value__permutation_entropy__dimension_6__tau_1,"value__cwt_coefficients__coeff_6__w_5__widths_(2, 5, 10, 20)",value__partial_autocorrelation__lag_4,value__last_location_of_minimum,value__index_mass_quantile__q_0.2
687,value__ratio_beyond_r_sigma__r_6,value__cid_ce__normalize_True,"value__fft_coefficient__attr_""angle""__coeff_18",value__last_location_of_maximum,value__index_mass_quantile__q_0.3
688,"value__fft_coefficient__attr_""angle""__coeff_13",value__partial_autocorrelation__lag_7,value__ar_coefficient__coeff_6__k_10,value__lempel_ziv_complexity__bins_5,value__index_mass_quantile__q_0.9
689,"value__fft_coefficient__attr_""abs""__coeff_8",value__quantile__q_0.6,"value__fft_coefficient__attr_""real""__coeff_16",value__lempel_ziv_complexity__bins_3,value__ratio_beyond_r_sigma__r_0.5
690,value__symmetry_looking__r_0.25,"value__cwt_coefficients__coeff_5__w_10__widths_(2, 5, 10, 20)",value__symmetry_looking__r_0.15000000000000002,value__count_below_mean,value__ratio_beyond_r_sigma__r_3
691,value__symmetry_looking__r_0.30000000000000004,"value__cwt_coefficients__coeff_4__w_5__widths_(2, 5, 10, 20)",value__range_count__max_0__min_-1000000000000.0,value__number_peaks__n_1,value__lempel_ziv_complexity__bins_100
692,value__large_standard_deviation__r_0.1,value__lempel_ziv_complexity__bins_10,"value__fft_coefficient__attr_""angle""__coeff_69",value__lempel_ziv_complexity__bins_2,value__has_duplicate_min
693,"value__fft_coefficient__attr_""angle""__coeff_12","value__fft_coefficient__attr_""abs""__coeff_8",value__ar_coefficient__coeff_2__k_10,value__lempel_ziv_complexity__bins_100,value__autocorrelation__lag_0
694,value__ar_coefficient__coeff_0__k_10,"value__agg_linear_trend__attr_""rvalue""__chunk_len_50__f_agg_""min""","value__fft_coefficient__attr_""angle""__coeff_26",value__ratio_beyond_r_sigma__r_2,value__ratio_beyond_r_sigma__r_6
695,"value__fft_coefficient__attr_""angle""__coeff_94","value__agg_linear_trend__attr_""rvalue""__chunk_len_5__f_agg_""max""",value__ar_coefficient__coeff_5__k_10,value__number_peaks__n_3,value__large_standard_deviation__r_0.30000000000000004
696,"value__fft_coefficient__attr_""angle""__coeff_66","value__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""min""","value__fft_coefficient__attr_""angle""__coeff_55",value__benford_correlation,value__ratio_beyond_r_sigma__r_5
697,value__partial_autocorrelation__lag_8,"value__cwt_coefficients__coeff_9__w_5__widths_(2, 5, 10, 20)","value__change_quantiles__f_agg_""mean""__isabs_False__qh_0.8__ql_0.0",value__percentage_of_reoccurring_values_to_all_values,value__symmetry_looking__r_0.2
698,value__longest_strike_above_mean,"value__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""max""","value__fft_coefficient__attr_""real""__coeff_66",value__index_mass_quantile__q_0.4,value__large_standard_deviation__r_0.15000000000000002
699,value__range_count__max_0__min_-1000000000000.0,"value__agg_linear_trend__attr_""rvalue""__chunk_len_10__f_agg_""mean""","value__fft_coefficient__attr_""angle""__coeff_9",value__index_mass_quantile__q_0.6,value__ratio_beyond_r_sigma__r_7
700,"value__fft_coefficient__attr_""abs""__coeff_51","value__linear_trend__attr_""intercept""",value__large_standard_deviation__r_0.35000000000000003,value__number_cwt_peaks__n_1,value__has_duplicate
701,"value__fft_coefficient__attr_""angle""__coeff_18","value__agg_linear_trend__attr_""rvalue""__chunk_len_10__f_agg_""min""","value__fft_coefficient__attr_""angle""__coeff_24",value__percentage_of_reoccurring_datapoints_to_all_datapoints,value__large_standard_deviation__r_0.35000000000000003
702,value__ar_coefficient__coeff_5__k_10,value__ratio_beyond_r_sigma__r_2.5,value__symmetry_looking__r_0.1,value__number_peaks__n_5,"value__fft_coefficient__attr_""angle""__coeff_0"
703,value__partial_autocorrelation__lag_4,"value__cwt_coefficients__coeff_3__w_5__widths_(2, 5, 10, 20)","value__fft_coefficient__attr_""angle""__coeff_49",value__index_mass_quantile__q_0.3,value__number_crossing_m__m_0
704,"value__fft_coefficient__attr_""angle""__coeff_96",value__number_peaks__n_3,value__permutation_entropy__dimension_5__tau_1,value__number_cwt_peaks__n_5,value__symmetry_looking__r_0.15000000000000002
705,value__range_count__max_1000000000000.0__min_0,"value__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""mean""","value__fft_coefficient__attr_""angle""__coeff_94",value__index_mass_quantile__q_0.7,value__range_count__max_0__min_-1000000000000.0
706,"value__fft_coefficient__attr_""angle""__coeff_90",value__ratio_beyond_r_sigma__r_6,"value__fft_coefficient__attr_""angle""__coeff_95",value__fourier_entropy__bins_10,value__range_count__max_1000000000000.0__min_0
707,"value__fft_coefficient__attr_""angle""__coeff_84",value__quantile__q_0.3,"value__fft_coefficient__attr_""angle""__coeff_6",value__ratio_value_number_to_time_series_length,value__has_duplicate_max
708,"value__fft_coefficient__attr_""angle""__coeff_49","value__cwt_coefficients__coeff_6__w_2__widths_(2, 5, 10, 20)",value__number_peaks__n_5,value__index_mass_quantile__q_0.2,value__symmetry_looking__r_0.25
709,value__mean_n_absolute_max__number_of_maxima_7,value__approximate_entropy__m_2__r_0.3,"value__fft_coefficient__attr_""imag""__coeff_53","value__augmented_dickey_fuller__attr_""usedlag""__autolag_""AIC""",value__symmetry_looking__r_0.30000000000000004
710,value__partial_autocorrelation__lag_3,value__skewness,"value__fft_coefficient__attr_""angle""__coeff_83",value__index_mass_quantile__q_0.8,value__large_standard_deviation__r_0.05
711,value__number_crossing_m__m_1,value__quantile__q_0.1,"value__fft_coefficient__attr_""abs""__coeff_8",value__number_peaks__n_10,value__large_standard_deviation__r_0.4
712,value__permutation_entropy__dimension_4__tau_1,"value__cwt_coefficients__coeff_10__w_5__widths_(2, 5, 10, 20)","value__cwt_coefficients__coeff_1__w_2__widths_(2, 5, 10, 20)",value__index_mass_quantile__q_0.1,value__number_crossing_m__m_1
713,"value__fft_coefficient__attr_""angle""__coeff_26",value__quantile__q_0.4,"value__fft_coefficient__attr_""imag""__coeff_14",value__ratio_beyond_r_sigma__r_2.5,value__large_standard_deviation__r_0.2
714,value__large_standard_deviation__r_0.35000000000000003,"value__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""mean""",value__partial_autocorrelation__lag_5,value__index_mass_quantile__q_0.9,value__mean_change
715,"value__fft_coefficient__attr_""angle""__coeff_86","value__cwt_coefficients__coeff_3__w_10__widths_(2, 5, 10, 20)","value__change_quantiles__f_agg_""mean""__isabs_False__qh_0.6__ql_0.4",value__fourier_entropy__bins_5,value__percentage_of_reoccurring_datapoints_to_all_datapoints
716,value__ar_coefficient__coeff_6__k_10,"value__agg_linear_trend__attr_""intercept""__chunk_len_50__f_agg_""mean""","value__fft_coefficient__attr_""angle""__coeff_79",value__fourier_entropy__bins_3,value__ratio_value_number_to_time_series_length
717,value__number_crossing_m__m_-1,value__abs_energy,"value__fft_coefficient__attr_""angle""__coeff_86",value__number_peaks__n_50,value__sample_entropy
718,"value__fft_coefficient__attr_""angle""__coeff_9","value__agg_linear_trend__attr_""intercept""__chunk_len_50__f_agg_""max""",value__number_peaks__n_1,value__ratio_beyond_r_sigma__r_3,value__minimum
719,"value__fft_coefficient__attr_""angle""__coeff_24","value__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""min""","value__fft_coefficient__attr_""angle""__coeff_90",value__fourier_entropy__bins_2,value__benford_correlation
720,"value__fft_coefficient__attr_""angle""__coeff_55","value__agg_linear_trend__attr_""rvalue""__chunk_len_50__f_agg_""max""","value__fft_coefficient__attr_""imag""__coeff_31",value__range_count__max_1000000000000.0__min_0,value__number_cwt_peaks__n_1
721,value__partial_autocorrelation__lag_5,value__range_count__max_1000000000000.0__min_0,value__ar_coefficient__coeff_10__k_10,value__range_count__max_0__min_-1000000000000.0,value__number_cwt_peaks__n_5
722,value__ar_coefficient__coeff_10__k_10,value__sample_entropy,"value__fft_coefficient__attr_""angle""__coeff_37",value__count_above__t_0,value__number_peaks__n_1
723,value__has_duplicate,value__permutation_entropy__dimension_7__tau_1,"value__fft_coefficient__attr_""angle""__coeff_80",value__count_below__t_0,value__number_peaks__n_3
724,value__symmetry_looking__r_0.15000000000000002,"value__cwt_coefficients__coeff_2__w_5__widths_(2, 5, 10, 20)","value__fft_coefficient__attr_""angle""__coeff_84",value__variance_larger_than_standard_deviation,value__number_peaks__n_50
725,value__number_peaks__n_5,value__number_peaks__n_10,value__ar_coefficient__coeff_0__k_10,"value__fft_coefficient__attr_""angle""__coeff_0",value__index_mass_quantile__q_0.4
726,"value__fft_coefficient__attr_""angle""__coeff_4",value__autocorrelation__lag_3,"value__fft_coefficient__attr_""angle""__coeff_54",value__large_standard_deviation__r_0.2,value__index_mass_quantile__q_0.6
727,value__absolute_maximum,value__quantile__q_0.2,"value__fft_coefficient__attr_""angle""__coeff_58",value__large_standard_deviation__r_0.25,value__index_mass_quantile__q_0.7
728,"value__fft_coefficient__attr_""angle""__coeff_95",value__last_location_of_maximum,"value__fft_coefficient__attr_""imag""__coeff_19",value__range_count__max_1__min_-1,value__index_mass_quantile__q_0.8
729,value__ar_coefficient__coeff_9__k_10,value__lempel_ziv_complexity__bins_3,value__permutation_entropy__dimension_6__tau_1,value__symmetry_looking__r_0.05,"value__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.0"
730,value__symmetry_looking__r_0.05,value__autocorrelation__lag_9,"value__change_quantiles__f_agg_""mean""__isabs_False__qh_0.6__ql_0.2",value__large_standard_deviation__r_0.15000000000000002,"value__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.8"
731,value__ar_coefficient__coeff_7__k_10,value__approximate_entropy__m_2__r_0.9,"value__fft_coefficient__attr_""angle""__coeff_42",value__number_crossing_m__m_1,"value__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.8"
732,value__number_cwt_peaks__n_5,value__approximate_entropy__m_2__r_0.7,value__large_standard_deviation__r_0.30000000000000004,value__number_crossing_m__m_0,"value__linear_trend__attr_""pvalue"""
733,"value__fft_coefficient__attr_""angle""__coeff_58",value__number_crossing_m__m_0,"value__fft_coefficient__attr_""angle""__coeff_78",value__number_crossing_m__m_-1,"value__augmented_dickey_fuller__attr_""usedlag""__autolag_""AIC"""
734,"value__fft_coefficient__attr_""angle""__coeff_29",value__count_above_mean,value__permutation_entropy__dimension_4__tau_1,value__autocorrelation__lag_0,value__ratio_beyond_r_sigma__r_1.5
735,value__number_peaks__n_50,value__autocorrelation__lag_6,"value__fft_coefficient__attr_""angle""__coeff_60",value__ratio_beyond_r_sigma__r_5,value__ratio_beyond_r_sigma__r_2.5
736,"value__fft_coefficient__attr_""angle""__coeff_54","value__cwt_coefficients__coeff_1__w_2__widths_(2, 5, 10, 20)","value__fft_coefficient__attr_""angle""__coeff_52",value__length,value__lempel_ziv_complexity__bins_2
737,value__large_standard_deviation__r_0.30000000000000004,value__number_peaks__n_1,value__ar_coefficient__coeff_9__k_10,value__large_standard_deviation__r_0.30000000000000004,value__lempel_ziv_complexity__bins_5
738,value__number_cwt_peaks__n_1,"value__agg_linear_trend__attr_""rvalue""__chunk_len_10__f_agg_""var""","value__fft_coefficient__attr_""imag""__coeff_4",value__symmetry_looking__r_0.1,value__fourier_entropy__bins_3
739,value__lempel_ziv_complexity__bins_100,value__lempel_ziv_complexity__bins_2,value__ar_coefficient__coeff_7__k_10,value__has_duplicate,value__fourier_entropy__bins_5
740,"value__fft_coefficient__attr_""angle""__coeff_80",value__partial_autocorrelation__lag_1,"value__fft_coefficient__attr_""imag""__coeff_8",value__symmetry_looking__r_0.15000000000000002,value__ratio_beyond_r_sigma__r_10
741,"value__fft_coefficient__attr_""angle""__coeff_79",value__root_mean_square,"value__fft_coefficient__attr_""angle""__coeff_98",value__large_standard_deviation__r_0.1,value__last_location_of_maximum
742,"value__fft_coefficient__attr_""angle""__coeff_98",value__autocorrelation__lag_1,"value__fft_coefficient__attr_""angle""__coeff_29",value__large_standard_deviation__r_0.35000000000000003,value__last_location_of_minimum
743,"value__fft_coefficient__attr_""angle""__coeff_52",value__permutation_entropy__dimension_5__tau_1,"value__fft_coefficient__attr_""angle""__coeff_32",value__ratio_beyond_r_sigma__r_6,value__first_location_of_minimum
744,"value__fft_coefficient__attr_""angle""__coeff_78","value__fft_coefficient__attr_""angle""__coeff_0",value__ar_coefficient__coeff_1__k_10,value__ratio_beyond_r_sigma__r_7,value__percentage_of_reoccurring_values_to_all_values
745,"value__fft_coefficient__attr_""angle""__coeff_34",value__permutation_entropy__dimension_6__tau_1,"value__fft_coefficient__attr_""imag""__coeff_13",value__ratio_beyond_r_sigma__r_10,value__number_peaks__n_5
746,"value__fft_coefficient__attr_""angle""__coeff_81",value__symmetry_looking__r_0.30000000000000004,value__lempel_ziv_complexity__bins_100,value__symmetry_looking__r_0.2,value__ratio_beyond_r_sigma__r_1
747,"value__fft_coefficient__attr_""angle""__coeff_60",value__symmetry_looking__r_0.25,"value__fft_coefficient__attr_""angle""__coeff_35",value__has_duplicate_min,value__ratio_beyond_r_sigma__r_2
748,"value__fft_coefficient__attr_""angle""__coeff_42",value__permutation_entropy__dimension_4__tau_1,"value__fft_coefficient__attr_""angle""__coeff_34",value__symmetry_looking__r_0.25,value__lempel_ziv_complexity__bins_3
749,"value__fft_coefficient__attr_""angle""__coeff_35",value__count_below__t_0,value__number_cwt_peaks__n_1,value__symmetry_looking__r_0.30000000000000004,value__lempel_ziv_complexity__bins_10
750,"value__fft_coefficient__attr_""angle""__coeff_32",value__mean_n_absolute_max__number_of_maxima_7,value__number_peaks__n_3,value__large_standard_deviation__r_0.4,value__fourier_entropy__bins_10
751,value__number_peaks__n_3,value__absolute_maximum,"value__fft_coefficient__attr_""angle""__coeff_7",value__has_duplicate_max,value__fourier_entropy__bins_100
752,"value__fft_coefficient__attr_""angle""__coeff_7",value__range_count__max_0__min_-1000000000000.0,"value__fft_coefficient__attr_""angle""__coeff_81",value__large_standard_deviation__r_0.05,value__permutation_entropy__dimension_7__tau_1
